,summary,severity
1742,[quick fix] Change to final quickfix confused by comment,minor
1745,[formatter] HTML tags in Javadoc sometimes don't get wrapped,minor
1747,[5.0][syntax highlighting] Autounboxing not marked in constructor invocation,minor
1748,[1.5] Internal compiler generating error on code that javac accepts,major
1749,[5.0][hovering] Hover for binary type variable is '/',minor
1750,[compiler] java.lang.VerifyError: Looks similar to 60040 but is happening on current release,blocker
1751,Typing: automatically close glitch,minor
1752,[package explorer] Inner class org.eclipse.jdt.internal.ui.packageview.PackageExplorerPart.PackageExplorerProblemTreeViewer has links to its instance in parent,major
1753,Search indexes not rebuild,critical
1754,[1.5][compiler] Compiler incorrectly allows static declarations in enum constants.,minor
1755,IAE in  Util.scanTypeSignature when scanning a signature retrieved from a binding key,major
1756,Batch compiler -log option broken for some values,minor
1757,Surround with Try/Catch refactoring modifies (breaks) code,major
1761,non-NLSed strings in JDT UI,trivial
1762,CCE in BindingKeyResolver when restoring array type of method type parameter,major
1763,Debugger - cannot modify final (non-static) fields in Variables view,trivial
1764,Java Browsing view help title looks strange,trivial
1765,[content assist] stack overflow in GenericJavaTypeProposal,major
1766,[wording][preferences] wrong caption on 'Indentation' formatter preference page,trivial
1768,[Preferences] Some Parts not using Dialog Fonts,trivial
1769,import static adds annoying semicolon,minor
1770,[type hierarchy] does not take over Automatic layout mode in new window,minor
1772,[typing] Curly braces in string passed to argument in a constructor confuses editor,minor
1773,[compiler] Bogus errors,blocker
1774,[preferences] Java Editor Preferences page: mnemonics only work on second stroke,minor
1775,conver to new for loop quick assist: variable name proposals should include inserted name and standard proposals,minor
1776,[5.0][typing] generated type javadoc should include type parameter doc,minor
1777,[projection] Folded range indicator should be drawn with the same color as icon margin [folding],trivial
1779,"BiDi3.1: Runtime error when using Unicode character ""062F"" in class or package name",major
1780,[1.5][compiler] Ambiguous method call is not detected,major
1781,[nls tooling] NLS: when switching to new Eclipse mode the common prefix should change,trivial
1782,quick fix for missing javadoc tags inserts @param at wrong position,minor
1784,Open Type dialog's OK button is enabled when there are no matches to filter,minor
1787,Filter checkbox in Project Specific Configuration dialog should be left aligned [preferences],minor
1788,[1.5][compiler] NPE in ParameterizedGenericMethodBinding generated by making method generic,major
1789,[preferences] Typing preference page initially shows scrollbars,trivial
1790,Externalize strings quickfix proposal has no additional info [quickfix],minor
1791,Doubli-clicking on 'workspace matches' separator in Open Type dialog closes it,minor
1792,Arguments page of Run/Debug has duplicated key accelerators,trivial
1793,[1.5][compiler] Wrong Cast Allowed,critical
1795,call hierarchy uses mnemonic 'f' 3 times,trivial
1796,[content assist] Regression: Javadoc popup not displayed for constructors,major
1797,[api] stale J2SE5 comment in IDOMImport,trivial
1799,[model] CreatePackageFragmentOperation runs with wrong ISchedulingRule,major
1800,[preferences] Incorrect hover description,trivial
1801,[code manipulation] Class wizard produces junk,major
1802,[quick fix] QuickFix - serialVersionUID does not generates,minor
1803,M7 JDT Open Type Dialog Issues With Multiple 'Identical' Projects,critical
1804,[1.5][javadoc] validation with @see tag not working for generic method,minor
1805,[content assist] generic types context info displays at wrong position,minor
1810,Assistance on paremeter filling does not properly follow the input,major
1812,NPE in CompletionProposalCollector,major
1813,Open Type does not re-index when opening new project,major
1814,Refining a generic method causes AbstractMethodError,major
1815,(3.1M7) Compiler error when parameterizing with missing inner type.,blocker
1816,Open Type dialog doesn't show filesystem information,major
1817,Javadoc for IJavaProject.findType(String ) is not consistant,trivial
1818,NPE on call to getResolvedClasspath,major
1819,Breakpoints cannot be set anywhere in a method that contains an assert keyword.,major
1821,[reconciling] Incremental compiler falsely complains after method moved.,major
1823,Bogus build path errors caused by multiple project import,major
1825,double clicking on a stack frame / hitting a breakpoint does not reveal the editor,major
1826,[implementation] useless statement in getAutoEditStrategies(...),trivial
1829,Package information in OpenTypeDialog not using dialog font,minor
1830,Javadoc of ASTParser#setCompilerOptions(..): mention that setProject(..) resets options,trivial
1831,[search] SearchParticipant sets containerPath to documentPath,major
1832,Open Type blocked/frozen due to other threads holding a workspace lock,major
1833,Broken navigation actions in splitted Java editor,major
1834,IllegalArgumentException when opening a file from the CVS history,major
1835,NPE in Annotation on empty ArrayInitializer,major
1837,Typo in queryParticipant schema,trivial
1838,TreeSet<T>.contains(T t) can throw AbstractMethodError,major
1839,Syntax coloring preferences are no longer sorter,trivial
1841,[1.5][assist] shoud not suggest type parameters after new,minor
1842,[refactoring] Convert anonymous: generates unnecessary call to super(),minor
1843,[build path] project settings: library tab enablement and focus,minor
1845,ClassCastException on JDIInterfaceType when debugging,major
1846,compile error happens if  the constants defined in the method inner class are used in switch context,major
1847,(3.1M7) Static import code assist shouldn't propose <package>.*;,minor
1848,[1.5][compiler] Internal compiler error java.lang.NullPointerException,critical
1849,classpath variables lost when upgrading from M7 to RC1,major
1852,[misc] Opening a generated *.class file throws IllegalStateException,major
1853,[refactoring] Pull Up creates error when not deleting method and enable @Override errors,minor
1854,[undo/redo] move enum leaves undo stack in corrupt state,critical
1855,[JUnit] Search > Referring Tests... has no mnemonics,trivial
1857,[refactoring] Generalize Type throws NPE,major
1858,Tuning of 'unused private member' compiler option,trivial
1859,[rulers] Error icon covered by warning icon,major
1860,"[5.0][typing] completion for ""import static"" deletes all source before",major
1861,Save Failed: org.eclipse.jdt.internal.compiler.ast.LocalDeclaration,major
1862,Bucket for missing preference keywords,trivial
1863,[preferences] Bucket for missing preference keywords (incl. Platform Text),trivial
1865,[1.5][compiler] StackOverflow compiling heavily generic code,major
1866,CCE during reconcile and AST creation,critical
1868,[rulers][painting] Blocking on annotation updating,major
1869,[preferences] Access restriction link should open correct section,trivial
1870,[preferences] Java Hovers page missing mnemonics,trivial
1871,Context sensitive popup takes long time to load,major
1872,[preferences] Code template preference page buttons are not grayed out if invoked as project specific property page,minor
1873,[package explorer] eternal loop when recreating deleted compilation unit,major
1874,Pref Page Java/Code Style/Edit Field dialog - extra space in message,trivial
1875,Pref Page Java/Compiler/Building - mnemonic,trivial
1876,Pref Page Java/Compiler/Javadoc - mnemonic,trivial
1877,Pref Page Java/Debug/Logical Structures,trivial
1878,Java logical structure dialog - problems,trivial
1879,Pref Page Java/Debug/Step Filtering - single quotes,trivial
1880,Pref Page Java/Editor/Code Assist/Sorting and Filtering - mnemonics,trivial
1881,[preferences] Pref Page Java/Editor/Linked Mode - problems,trivial
1882,[preferences] Pref Page Java/Editor/Templates - mnemonic,trivial
1884,[preferences] Pref Page Java/Editor/Typing - problems,trivial
1885,[preferences] Pref Page Java/Properties File Editor - mnemonic,trivial
1886,NPE on Open Declaration on reference to generic type,major
1888,"""Inverse"" should read ""Invert""",trivial
1889,Access restrictions started showing up after switching to bundle,major
1890,Errors trying to install new JRE's,blocker
1891,Wrong source range for ConditionalExpression with casted target in FieldAccess as expression,major
