,summary,severity
1913,program will not open - Thunderbird does not start after update to 2.0.0.6,major
1914,Highlight not updated in summary pane after hotkey '0' is used to remove tags,minor
1915,selected identity's account name is hard to see:  grey text with blue highlight,minor
1916,Duplication n-times of mails when moving to a folder,major
1917,"""Trust junk mail headers set by SpamAssasin + Move new junk messages to Junk Folder"" works only for default account",major
1918,server time out while trying to check new mail after Norman Anti Virus version update,major
1920,Unable to launch any version of Thunderbird,critical
1921,emoticons print as squares with strange contents,minor
1922,bad sort on spam filter,minor
1923,crash during startup or shutdown [@ @0x7080149] [@ nsMsgAccountManager::`vector deleting destructor'(unsigned int)] // [@ arena_dalloc_small | arena_dalloc | free | nsMsgAccountManager::`vector deleting destructor'(unsigned int)],critical
1924,Quick Search area's clearing X button disappears on Undo to its original text,minor
1927,Customize Toolbar window disappears when add/removing toolbar button,major
1929,Send Unsent Messages fails silently in offline mode,major
1930,"3-pane-window-tab shouldn't appear to be closible, since it's not",minor
1931,"Wrong text put in clipboard when pasting ""formatted"" text with exponent",minor
1932,"Save As corrupts .jpg attachments, but save picture does not.  OSX version only. PC is OK",major
1934,Using Thunderbird 2.0.0.6 on Windows XP zip files are not attached.,major
1936,"retention policy ""delete message more than N days old"" will spontaneously reset on some folders to ""don't delete any messages""",major
1937,"Thunderbird ask for mail server password when sending mail but will not accept it, keeps on asking until it says sending of message failed because Thunderbird failed to connect to the smtp server.",major
1938,Received date column can disappear,minor
1939,"crash [@  nsFrame::BoxReflow(nsBoxLayoutState&, nsPresContext*, nsHTMLReflowMetrics&, nsIRenderingContext*, int, int, int, int, int)]",critical
1940,Update from 20070902-04-trunk to anything newer breaks addons,major
1943,Crash when trying to open the toolbar customize dialog,critical
1944,Get rid of mail/base/content/unix/,minor
1945,Missing Columns in Thunderbird Message List,major
1948,Tag button shrinks in its disabled state,minor
1949,Updating message count when opening a news account takes very long,minor
1951,Cannot copy address card from PAB or a list to another AB,major
1952,"Find and Replace dialogue: Pressing Enter key with focus outside buttons unexpectedly closes the dialogue: can't continue to ""Find next""",minor
1958,Newsgroup: should not be displayed if there is no newsgroup account,minor
1961,F9 hotkey not working,minor
1962,Different encoding for notifications and alike,major
1964,thunderbird appeared to deadlock,critical
1965,"unfolded ""folder location"" drop down menu too narrow",minor
1966,not able to delete mail in inbox and in sent also trash,major
1967,new mail indicator icon shows even after new mail has been read,minor
1968,Unable to install Thunderbird after downloading,critical
1969,Thunderbird doesn't launch after installation,critical
1971,Thunderbird crashes upon auto complete of alias after importing Address Book [@ nsAddrDatabase::GetIntColumn],critical
1972,Freezing after returning from sleep mode [Mac],critical
1973,Failure to send messages from Thunderbird software on computer,major
1974,Standalone mail windows do not refocus correctly when another mail is opened,minor
1975,search doesn't understand date ranges on sent mail (is after & is before),major
1976,"File created by ""save as"" HTML does not contain information after ""To:"" and so on.",major
1980,Keyboard failure in mail configuration dialog,major
1981,"Moving (+ delete/rename) a folder/subfolder (drag and drop) to an other location in the same account (even trash) take a lot of CPU and one to two minutes of processing (when many tmprules-N.dat in temporary directory, mainly caused by Bug 375292)",major
1983,TB Forgets passwords to email accounts,major
1984,undo delete message crashes thunderbird,critical
1985,Hang on startup windows vista and high memory (1-2Gb) due to Readyboost,critical
1986,thunderbird crash replying to a message [@ js_LookupPropertyWithFlags],critical
1987,sort by date in message window crashes thunderbird [@ nsProfileLock::FatalSignalHandler],critical
1988,Add ID to View -> Layout menupopup to make overlaying easier for extensions (e.g. Lightning),trivial
1989,"IMAP cache broken if the message download is not finished due to user interaction (offline-use case, even after fix of 386514)",major
1990,will not open after update.,critical
1991,Problem compiling for nsIMsgDBView support due to rule ordering issues in mail/build.mk,major
1992,impssibility to access internet via pop or smtp messages income or outgo not possible,major
1993,"""Safe mode"" and ""No extensions"" windows shortcuts open TB in normal mode instead, after upgrade to 2.0.0.9",major
1995,Long subject going beyond screen border does not scroll using mouse-highlighting,minor
1998,"login errors not detected, behaves like it can log in",major
1999,"colors do not work in e-mails. Windows XP, Thunderbird",major
2001,crash when I try to view email downloaded over IMAP,critical
2002,Having Problems with STMP,major
2003,Status bar messages go to single message window,minor
2004,Image in HTML mail signature does not attach to mail,major
2006,Mail is destroyed and lost when profile is on NAS Synology Diskstation DS207,critical
2007,"""Check for new messages at startup"" ignored for some POP accounts, manual ""check all"" fails with no error.",major
2008,Crash deleting IMAP message [@ nsXPCWrappedJS::SystemIsBeingShutDown(JSRuntime*)] [@ XPTC_InvokeByIndex],critical
2011,Attachment icon is gone from mail options/auto-complete does not work,major
2012,Answering a news article in a saved search folder not stored under a news account creates mail reply instead of follow-up,minor
2013,Error 5.5.4 on sending to MS Exchange server due to newlines in hostname,major
2014,"Address book exported as homeStreet, but searches LDAP servers for mozillaHomeStreet",minor
2015,Crash -- no particular trigger [@ nsXPCWrappedJS::SystemIsBeingShutDown(JSRuntime*)] [@ XPTC_InvokeByIndex],critical
2016,bottom border of compose header/body splitter (or top border of body) missing,minor
2017,"Sending email from ""outside"" (i.e. link) while not logged does not accept correct password",major
2018,Crash in nsCSSFrameConstructor::RestyleEvent::HandleEvent when closing,critical
2019,TB nightly doesn't start,critical
2021,Thunderbird doesnt print some mails,major
2023,new filter creation window doesn't popup when left-click 'create new filter' on a white-space/empty mail address,minor
2024,"[MAC OS] Dragging attachments into folders overwrites existing files with same name without confirmation (Drag-and-drop, overwritten, no warning)",critical
2025,All Incoming Mail goes straight to JUNK folder.,major
2026,Thunderbird crashes on startup when network-based profile is used,critical
2027,tb about dialog doesn't have right margin on copyright info,trivial
2028,Missing link on the Plugins pane of the Add-ons manager dialog,minor
2029,printing freezes Thunderbird then shuts Thunderbird down,critical
2030,Wrong headings on buttons in spell check window when sending mail,minor
2031,Opening new message crashes Thunderbird,critical
2034,Display of pixel rubbish during message retrieval,minor
2035,Save as text only includes the email subject,major
2036,Greek Attachments not displayed correctly,major
2037,unable to log in to smtp server,major
2038,Folder triangles don't react when clicking at a certain rate,minor
2039,"""Edit Draft"" does not open a compose window",major
2040,selection from multiple smtps fails,major
2041,All trace of an attachment disappears when it is detached,major
2043,TB inserts but doesn't send image attachment,major
2044,"CANNOT CONNECT TO MY SERVER, CONNECTION REFUSED",major
